col_hex_8,Morti,Feriti,hour-0-7,hour-8-15,hour-16-23,end_of_week,Contro ostacoli,Contro veicoli fermi,Da solo,Investimento,Scontro fra veicoli in movimento,Tamponamento,Altro tipo di strada,Curva,Incrocio,Intersezione,Rettilineo,Rotatoria,asciutto,bagnato,ghiacciato,viscido,Altra pavimentazione,Asfaltata,In cubetti di porfido,Strada pavimentata dissestata,auto,moto,bus,camion,lavoro,bici,elettrici,altro,Altro tempo,Nebbia,Nuvoloso,Pioggia,Sereno,Altra strada,Provinciale,Regionale,Statale,Urbana,Traffico Intenso,Traffico Normale,Traffico Scarso,y,media veicoli coinvolti,luce,centro abitato
881ea55295fffff,4.0,369.0,0.03950617283950617,0.5925925925925926,0.36790123456790125,0.21728395061728395,0.02962962962962963,0.05432098765432099,0.07901234567901234,0.15555555555555556,0.5012345679012346,0.18024691358024691,0.022222222222222223,0.02962962962962963,0.4419753086419753,0.03209876543209877,0.4740740740740741,0.0,0.8592592592592593,0.13580246913580246,0.0,0.0049382716049382715,0.007407407407407408,0.9604938271604938,0.02962962962962963,0.0024691358024691358,1.2271604938271605,0.16790123456790124,0.04938271604938271,0.08395061728395062,0.0,0.32839506172839505,0.0,0.007407407407407408,0.0049382716049382715,0.0049382716049382715,0.14814814814814814,0.08148148148148149,0.7604938271604939,0.0,0.009876543209876543,0.0,0.0,0.9901234567901235,0.2074074074074074,0.5975308641975309,0.19506172839506172,405,1.88641975308642,0.7975308641975308,0.9975308641975309
881ea55297fffff,0.0,180.0,0.05583756345177665,0.45685279187817257,0.4873096446700508,0.1319796954314721,0.02030456852791878,0.01015228426395939,0.08121827411167512,0.1116751269035533,0.6852791878172588,0.09137055837563451,0.0,0.005076142131979695,0.40609137055837563,0.06598984771573604,0.5228426395939086,0.0,0.8274111675126904,0.17258883248730963,0.0,0.0,0.0,1.0,0.0,0.0,1.2893401015228427,0.26903553299492383,0.025380710659898477,0.07614213197969544,0.0,0.2893401015228426,0.0,0.0,0.0,0.005076142131979695,0.14720812182741116,0.10152284263959391,0.7461928934010152,0.0,0.05583756345177665,0.005076142131979695,0.015228426395939087,0.9238578680203046,0.18274111675126903,0.583756345177665,0.233502538071066,197,1.9593908629441623,0.7055837563451777,0.9949238578680203
881ea55299fffff,0.0,120.0,0.03636363636363636,0.5727272727272728,0.39090909090909093,0.2,0.02727272727272727,0.0,0.03636363636363636,0.16363636363636364,0.6,0.17272727272727273,0.0,0.02727272727272727,0.6363636363636364,0.0,0.33636363636363636,0.0,0.7636363636363637,0.23636363636363636,0.0,0.0,0.0,0.9818181818181818,0.0,0.01818181818181818,1.3181818181818181,0.23636363636363636,0.01818181818181818,0.09090909090909091,0.0,0.24545454545454545,0.0,0.0,0.0,0.0,0.14545454545454545,0.14545454545454545,0.7090909090909091,0.0,0.17272727272727273,0.0,0.0,0.8272727272727273,0.11818181818181818,0.6363636363636364,0.24545454545454545,110,1.9272727272727272,0.7909090909090909,0.9727272727272728
881ea5529bfffff,0.0,20.0,0.2916666666666667,0.375,0.3333333333333333,0.08333333333333333,0.041666666666666664,0.0,0.25,0.08333333333333333,0.5833333333333334,0.041666666666666664,0.0,0.041666666666666664,0.4166666666666667,0.041666666666666664,0.5,0.0,0.7083333333333334,0.125,0.16666666666666666,0.0,0.0,0.9583333333333334,0.0,0.041666666666666664,1.0833333333333333,0.25,0.0,0.08333333333333333,0.0,0.375,0.0,0.041666666666666664,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.125,0.6666666666666666,0.20833333333333334,24,1.8333333333333333,0.625,1.0
881ea5529dfffff,0.0,472.0,0.098,0.568,0.334,0.232,0.03,0.03,0.07,0.102,0.604,0.164,0.0,0.04,0.522,0.082,0.354,0.002,0.836,0.162,0.002,0.0,0.0,0.998,0.0,0.002,1.326,0.204,0.016,0.098,0.006,0.272,0.0,0.006,0.004,0.004,0.13,0.1,0.762,1.0,0.034,0.002,0.154,0.808,0.192,0.646,0.162,500,1.93,0.81,0.994
881ea552a1fffff,1.0,22.0,0.1,0.4666666666666667,0.43333333333333335,0.26666666666666666,0.0,0.0,0.23333333333333334,0.03333333333333333,0.4666666666666667,0.26666666666666666,0.0,0.13333333333333333,0.26666666666666666,0.0,0.6,0.0,0.9,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.1333333333333333,0.36666666666666664,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.7,2.0,0.0,0.13333333333333333,0.03333333333333333,0.7666666666666667,0.13333333333333333,0.4666666666666667,0.4,30,1.8,0.7333333333333333,0.7666666666666667
881ea552a3fffff,0.0,5.0,0.0,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,1.4285714285714286,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.2857142857142857,7,2.0,0.5714285714285714,0.7142857142857143
881ea552a5fffff,0.0,8.0,0.0,0.375,0.625,0.375,0.0,0.0,0.375,0.25,0.25,0.125,0.0,0.0,0.125,0.0,0.875,0.0,0.875,0.125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.875,0.0,0.0,0.0,0.0,1.0,0.0,0.375,0.625,8,1.375,0.625,1.0
881ea552a7fffff,0.0,4.0,0.0,0.75,0.25,0.25,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,1.75,0.75,1.0
881ea552a9fffff,0.0,107.0,0.07482993197278912,0.5578231292517006,0.3673469387755102,0.23129251700680273,0.0,0.006802721088435374,0.09523809523809523,0.027210884353741496,0.5918367346938775,0.2789115646258503,0.0,0.02040816326530612,0.29931972789115646,0.09523809523809523,0.3945578231292517,0.19047619047619047,0.7959183673469388,0.19727891156462585,0.006802721088435374,0.0,0.0,1.0,0.0,0.0,1.4217687074829932,0.20408163265306123,0.006802721088435374,0.3401360544217687,0.006802721088435374,0.05442176870748299,0.0,0.006802721088435374,0.0,0.0,0.17006802721088435,0.10884353741496598,0.7210884353741497,5.0,0.006802721088435374,0.17006802721088435,0.4897959183673469,0.29931972789115646,0.3741496598639456,0.4965986394557823,0.1292517006802721,147,2.061224489795918,0.8163265306122449,0.8095238095238095
